SITE,YEAR,MONTH,MAIN_CATEGORY,SUB_CATEGORY,TOTAL_VIEWS,TOTAL_PURCHASES
amazon.com,22,4,"Patio, Lawn & Garden","Patio, Lawn & Garden - Save on Select CRAFTSMAN 20V Blowers & Weedwackers",669.917208838,7.101958382
amazon.com,22,4,"Patio, Lawn & Garden","Patio, Lawn & Garden - Home Gift Guide: Featured Cuisinart Products",251.218953314,14.29944149
amazon.com,22,4,"Patio, Lawn & Garden","Patio, Lawn & Garden - Save on select DEWALT blowers",3517.0653464,121.836321036
amazon.com,22,5,Books,Books - Advanced Search,2888.44916013,104.413946974
amazon.com,22,5,Collectibles & Fine Art,Collectibles & Fine Art - Fine Art,2888.44916013,88.051014159
amazon.com,22,5,Magazine Subscriptions,Magazine Subscriptions - Fashion & Style,76675.195887075,1492.889124782
amazon.com,22,5,Magazine Subscriptions,N/A,22582.420706467,582.623994337
amazon.com,22,5,Magazine Subscriptions,Magazine Subscriptions - Technology,11378.739115662,747.575628356
walmart.com,22,2,Health,Health - Sexual Wellness Top Brands,134557.866672669,6865.98153705
walmart.com,22,2,Pets,Pets - Vectra,572.586666692,30.96879334
amazon.com,22,3,Toys & Games,Toys & Games - Action Figures & Statues,4152.976515781,155.498435879
walmart.com,21,3,Home improvement,Home improvement - Home safety,213.957096103,5.218686696
walmart.com,21,1,Beauty,Beauty - Spring Suncare,13140.584336932,611.638873492
walmart.com,21,1,Sports & outdoors,Sports & outdoors - /Outdoor sports,574.451774292,5.800762288
amazon.com,22,3,Magazine Subscriptions,Magazine Subscriptions - Crafts & Hobbies,7980.229383265,411.772392843
amazon.com,22,3,"Patio, Lawn & Garden","Patio, Lawn & Garden - Father's Day in Lawn & Garden",1302.894593186,132.998702461
amazon.com,22,2,Pet Supplies,Pet Supplies - Pet Supplies Markdowns,1433.451979858,201.264143398
amazon.com,22,2,"Patio, Lawn & Garden","Patio, Lawn & Garden - Customers Keep It - 80%",1433.451979858,134.517619537
amazon.com,22,2,Appliances,Appliances - Best Sellers,477.817326619,25.840028365
walmart.com,21,4,Arts Crafts & Sewing,Arts Crafts & Sewing - Art Supplies,388730.912283889,14936.11272918
walmart.com,21,4,Musical Instruments,Musical Instruments - Percussion Instruments & Accessories,14586.664708557,93.535964321
walmart.com,21,4,Home Improvement,Home Improvement - Flooring,146829.218868372,2745.083105532
walmart.com,21,4,Electronics,Electronics - Cameras & Camcorders,1125616.63400756,32912.591969152
walmart.com,21,4,Musical Instruments,"Musical Instruments - DJ Turntables, Controllers, Mixers, and other DJ Equipment",44944.697858347,302.441274735
walmart.com,21,4,Patio & Garden,Patio & Garden - Garden Center,5730337.91096428,207490.142909955
walmart.com,21,4,Clothing,Clothing - Bags & Accessories,2130319.443299,74389.430275441
walmart.com,21,4,Clothing,Clothing - Savings,48350.721089787,1384.602922418
walmart.com,21,4,Health,Health - Weight Management,690163.96826631,74518.750442634
walmart.com,21,4,Home Improvement,Home Improvement - Garage & Storage,576136.23399637,23600.949601603
walmart.com,21,4,Industrial & Scientific,Industrial & Scientific - Farm & Ranch,108992.743406073,2506.462957704
walmart.com,21,4,Food,Food - Gluten-Free Foods,331050.649299289,79163.793821462
walmart.com,21,4,Seasonal,Seasonal - WOW Items,17992.687939997,208.778981778
walmart.com,21,4,Musical Instruments,Musical Instruments - Instrument Accessories,75969.126857766,1993.770425413
walmart.com,21,4,Health,Health - Home Health Care,1745809.03806277,89779.38311391
walmart.com,21,4,Arts Crafts & Sewing,Arts Crafts & Sewing - Crafting,540891.297949297,23470.885246935
walmart.com,21,4,Baby,Baby - Feeding,606790.443079328,60342.573095675
walmart.com,21,4,Clothing,Clothing - Womens Clothing,12131588.3545389,544098.016737275
walmart.com,21,4,Sports & Outdoors,Sports & Outdoors - Recreation,692459.331748368,19517.023669735
walmart.com,21,4,Character Shop,Character Shop - Hello Kitty Shop,8737.190028476,111.63030643
walmart.com,21,4,Health,Health - Protein & Fitness,804265.746519543,65019.301405312
walmart.com,21,4,Movies & TV Shows,Movies & TV Shows - Shop Movies by Format,97293.794045911,6261.903353727
walmart.com,21,4,Baby,Baby - Baby Activities & Gear,313057.961359292,14221.459593206
walmart.com,21,4,Video Games,Video Games - Virtual Reality,257450.929906873,5613.618804388
walmart.com,21,4,Toys,Toys - Novelty Toys & Gag Gifts,135648.577391254,3682.624114126
walmart.com,21,4,Clothing,Clothing - Fashion Brands,3914631.3526737,174370.787358575
walmart.com,21,4,Office Supplies,"Office Supplies - Bulletin Boards, Cork Boards, and Letter Boards",13846.224875636,238.402515015
walmart.com,21,4,Electronics,Electronics - Portable Audio,543260.705414647,16715.73509962
walmart.com,21,4,Arts Crafts & Sewing,Arts Crafts & Sewing - Yarn,307726.794562256,10785.602713333
walmart.com,21,4,Baby,Baby - Toddlers' Room,138240.11680648,4955.281923575
walmart.com,21,4,Shop by TV Show,Shop by TV Show - Star Trek,2665.583398518,70.313665364
walmart.com,21,4,Arts Crafts & Sewing,Arts Crafts & Sewing - Fairfield,18881.215739503,676.342709706
walmart.com,21,4,Seasonal,Seasonal - Incredibles 2,888.527799506,48.417704698
walmart.com,21,4,Office Supplies,Office Supplies - Tape,34874.716130612,2890.008967244
walmart.com,21,4,Shop by Brand,Shop by Brand - Office Supplies & School Supplies by Brand,343193.862559205,21026.79846856
walmart.com,21,4,Premium Beauty,Premium Beauty - Premium Men's Grooming,81670.513571263,3535.262600581
walmart.com,21,4,Food,Food - Fresh food,35689.199946826,3055.499387706
walmart.com,21,4,Premium Beauty,Premium Beauty - Premium Hair Care,210433.000516345,15045.488760639
walmart.com,21,4,Office Supplies,Office Supplies - Clips & Fasteners,63751.869614558,3662.533186446
walmart.com,21,4,Beauty,Beauty - Beauty Holiday Gifts,55458.943485835,1642.677131005
walmart.com,21,4,Health,Health - Children's Health,31320.604932588,2353.939811382
walmart.com,21,4,Auto & Tires,Auto & Tires - Truck Accessories + Truck Parts,69601.344294639,1628.579046857
walmart.com,21,4,Household Essentials,Household Essentials - Light Bulbs,482248.463181899,27634.122444364
walmart.com,21,4,Industrial & Scientific,Industrial & Scientific - Professional Safety Shop,26877.965935057,1285.094403099
walmart.com,21,4,Beauty,Beauty - Premium Beauty,30135.901199913,1816.089678202
walmart.com,21,4,Toys,Toys - 90s Toys,518.307883045,8.692047344
walmart.com,21,4,Industrial & Scientific,Industrial & Scientific - Lab Equipment,37688.387495714,1140.723114367
walmart.com,21,4,Pets,Pets - Purina Natural Pet Food,14734.752675142,1077.529072547
walmart.com,21,4,Beauty,Beauty - Clearance on Health Beauty Wellness & Personal Care,27174.141868226,616.069534191
walmart.com,21,4,Musical Instruments,"Musical Instruments - Keyboards, Pianos, & MIDI",28062.669667732,835.604255988
walmart.com,21,4,Baby,Baby - Strollers,215023.72748046,8924.357096034
walmart.com,21,4,Health,Health - Digestive Health,131650.202293477,12601.541278122
walmart.com,21,4,Electronics,Electronics - Electronics Tax Time,4812.858913991,108.538038971
walmart.com,21,4,Books,Books - Literature & Fiction Books,107289.731790353,4013.682000216
walmart.com,21,4,Industrial & scientific,Industrial & scientific - Fasteners,666.39584963,53.640974522
walmart.com,21,4,Pets,Pets - Rachael Ray Nutrish,4442.63899753,384.005126385
walmart.com,21,4,Books,Books - Teen & Young Adult Books,19843.787522301,1060.210412899
walmart.com,21,4,Beauty,Beauty - At Home Beauty,59383.27460032,4956.784008412
walmart.com,21,4,Books,Books - Study Aids & Test Prep Books,11698.949360163,526.402605384
walmart.com,21,4,Books,Books - Sports & Outdoor Books,7478.442312509,308.92821319
walmart.com,21,4,Books,Books - Halloween Books,1628.967632428,38.975107158
walmart.com,21,4,Food,"Food - Chocolate, Candy & Gum",26655.833985181,2245.694740336
walmart.com,21,4,Office Supplies,Office Supplies - Typewriters & Supplies,10884.465543949,153.468094186
walmart.com,21,4,Beauty,Beauty - Festival Hair Color,35615.155963533,1876.880938348
walmart.com,21,4,Office Supplies,Office Supplies - Writing & Legal Pads,19473.567605841,1385.428296317
walmart.com,21,4,Books,Books - Education Books,14734.752675142,525.666013627
walmart.com,21,4,Books,"Books - House, Home & Gardening Books",14808.796658434,870.779307471
walmart.com,21,4,Jewelry,Jewelry - Jewelry & Watches Savings,11772.993343455,684.8009484
walmart.com,21,4,Shop by Video Game,Shop by Video Game - Minecraft,22213.194987651,211.720523269
walmart.com,21,4,Books,Books - Political Books,8218.882145431,163.185940721
walmart.com,21,4,Video Games,Video Games - Gaming Gift Cards,57976.438917769,7127.129347086
walmart.com,21,4,Video Games,Video Games - Nintendo 3DS,145792.603102281,3452.825036011
walmart.com,21,4,Cell Phones,Cell Phones - Mobile Hotspots & Signal Boosters,19621.655572425,382.539478711
walmart.com,21,4,Shop by Brand,Shop by Brand - Home Improvement,85150.580785995,2840.301001014
walmart.com,21,4,Industrial & Scientific,Industrial & Scientific - Packaging and Material Handling,8737.190028476,525.145047333
walmart.com,21,4,Music,Music - World Music & Reggae,6663.958496295,55.035044359
walmart.com,21,4,Baby,Baby - Baby Safety Guide,20880.403288392,1013.416646126
walmart.com,21,4,Cell Phones,Cell Phones - SIM Cards,31764.868832341,463.42666804
walmart.com,21,4,Shop by Brand,Shop by Brand - As Seen on TV,85076.536802703,3135.565071981
walmart.com,21,4,Office Supplies,Office Supplies - Laminators & Laminating Supplies,23323.854737033,904.357815319
walmart.com,21,4,Walmart for Business,Walmart for Business - Office Electronics,8218.882145431,435.628992355
walmart.com,21,4,Health,Health - Sound Machines,7478.442312509,849.869664464
walmart.com,21,4,Party & Occasions,Party & Occasions - Barbie Party Supplies,444.263899753,13.255083037
walmart.com,21,4,Movies & TV Shows,Movies & TV Shows - Transformers Movies & TV Shows,888.527799506,44.1359386
walmart.com,21,4,Food,"Food - /Snacks, Cookies & Chips",888.527799506,119.21960426
walmart.com,21,4,Home,Home - Personalized Gifts,55162.767552666,3496.761396334
walmart.com,21,4,Seasonal,Seasonal - Christmas Last Minute Deals,888.527799506,48.289457987
walmart.com,21,4,Arts Crafts & Sewing,Arts Crafts & Sewing - Sizzix,1110.659749383,69.531404982
walmart.com,21,4,Video Games,Video Games - Video Game Collectibles,1999.187548889,62.012946275
walmart.com,21,4,Arts Crafts & Sewing,Arts Crafts & Sewing - Spinrite,10958.509527241,94.026815753
walmart.com,21,4,Video Games,Video Games - Kids and Family Games,3924.331114485,445.117746669
walmart.com,21,4,Office Supplies,Office Supplies - Paper Trimmers,12735.565126253,145.446126339
walmart.com,21,4,Shop by TV Show,Shop by TV Show - The Simpsons,666.39584963,10.717585553
walmart.com,21,4,Books,Books - Health & wellness books,222.131949877,6.103785247
walmart.com,21,4,Shop by Movie,Shop by Movie - Trolls,2739.62738181,195.347670333
walmart.com,21,4,Party & Occasions,Party & Occasions - Cars Party Supplies,518.307883045,15.448656012
walmart.com,21,4,Pets,Pets - VetIQ,296.175933169,18.381915282
walmart.com,21,4,Patio & garden,Patio & garden - Garden center,1703.01161572,19.520848662
walmart.com,21,4,Movies & TV Shows,Movies & TV Shows - Harry Potter Movies,1036.61576609,95.496751815
walmart.com,21,4,Arts Crafts & Sewing,Arts Crafts & Sewing - /Fabric,222.131949877,5.726452718
walmart.com,21,4,Walmart for Business,"Walmart for Business - Business Software, Books & Media",2517.495431934,112.063773304
walmart.com,21,4,Shop by TV Show,Shop by TV Show - Power Rangers,1184.703732675,58.050645863
walmart.com,21,4,Party & Occasions,Party & Occasions - Wonder Woman Party Supplies,222.131949877,6.607635179
walmart.com,21,4,Cell phones,Cell phones - Cell phone accessories,1110.659749383,110.448296688
bestbuy.com,21,5,Best Buy,Best Buy - Audio,4200291.40811355,162138.570207094
bestbuy.com,21,5,Best Buy,Best Buy - Gift Cards,227749.876938972,46950.269433875
bestbuy.com,21,5,Custom Landing Pages,Custom Landing Pages - Light Bulbs,192.84494237,13.2295074
bestbuy.com,21,5,Custom Landing Pages,Custom Landing Pages - Laptop Mice,192.84494237,13.227254364
target.com,21,5,Target,Target - Luggage,500911.091950632,18638.899880189
target.com,21,5,Target,Target - Party Supplies,885445.692490863,61051.418413952
target.com,21,5,Target,Target - Video Games,2090490.12605831,75838.298171745
target.com,21,5,Target,Target - Musical Instruments,137968.855437432,4382.528127809
target.com,21,5,Men's DENIZEN,N/A,238.151073828,7.244595788
staples.com,21,5,Home,Home - Education,73396.706066644,710.584318107
staples.com,21,5,Home,Home - Office Supplies,1053377.22863813,147227.436311365
staples.com,21,5,Home,"Home - Shipping, Packing & Mailing Supplies",100757.153563738,18709.030806668
staples.com,21,5,Staples,Staples - Office Supplies,999.117464782,137.461236521
staples.com,21,5,Home,Home - Cleaning Supplies,239250.205220379,45789.921083907
staples.com,21,5,Home,"Home - Coffee, Water & Snacks",162010.739673806,79160.628506751
staples.com,21,5,Home,Home - Bags & Briefcases,40195.264160057,1229.070512003
staples.com,21,5,"[""Home"","">""]","[""Home"","">""] - Shredders, Projectors & Office Machines",11989.409577378,976.872703594
staples.com,21,5,Home,Home - Healthcare Supplies,29589.247995453,2868.937784179
staples.com,21,5,"[""Home"","">""]","[""Home"","">""] - Wearable Technology",461.131137591,52.790994182
staples.com,21,5,Home,Home - Commercial Office Furniture Collections,2382.510877556,242.020225424
staples.com,21,5,Home,Home - Game Room & Toys,2075.090119162,101.145478942
staples.com,21,5,"[""Home"","">""]","[""Home"","">""] - Cleaning Supplies",8377.215666245,1385.24254492
staples.com,21,5,"[""Home"","">""]","[""Home"","">""] - Shipping Supplies",7301.243011865,667.881549613
staples.com,21,5,"[""Home"","">""]","[""Home"","">""] - Tape, Fasteners & Adhesives",3227.91796314,612.673782277
staples.com,21,5,Home,Home - Assorted Products,15832.169057307,1191.245332171
staples.com,21,5,"[""Home"","">""]","[""Home"","">""] - Hard Drives & Data Storage",5764.139219893,116.600409131
staples.com,21,5,Home,Home - Personal Protective Equipment (PPE),3919.614669528,208.505955258
staples.com,21,5,Home,Home - Plumbing,922.262275183,57.726732389
walmart.com,22,4,Industrial & Scientific,Industrial & Scientific - Weather Stations,5918.731083059,124.368639624
walmart.com,22,4,Musical Instruments,Musical Instruments - Amplifiers & Effects,1805.714567713,16.703035937
walmart.com,22,4,Pets,Pets - Dog Urinary & Digestive Care,16151.113633433,1452.65455608
walmart.com,22,4,Pets,Pets - Pets Spring Essentials,1003.174759841,74.643004565
walmart.com,22,4,Pets,Pets - Advantage,601.904855904,70.247255215
walmart.com,22,4,Musical Instruments,Musical Instruments - Pro Audio,3410.794183458,72.814048681
walmart.com,22,4,Health,Health - Back to College Health Essentials,61695.247730193,5715.79902137
walmart.com,22,4,Food,Food - Food Gifts,18859.685485002,3870.059553175
walmart.com,22,4,Party & Occasions,Party & Occasions - Ryan's World Party Supplies,300.952427952,7.539984874
walmart.com,22,4,Clothing,Clothing - Big and Tall,31499.687458993,1477.738826915
walmart.com,22,4,Books,Books - Self-Help Books,4213.33399133,60.169294385
walmart.com,22,4,Walmart for Business,Walmart for Business - Shipping & Moving,1003.174759841,34.813650309
walmart.com,22,4,Office Supplies,"Office Supplies - Bulletin Boards, Cork Boards, and Letter Boards",7122.540794868,37.783202204
walmart.com,22,4,Home Improvement,Home Improvement - Better Homes & Gardens Paint and Wallpaper,1304.127187793,39.48098336
walmart.com,22,4,Pets,Pets - Blue Buffalo Pet Food and Treats,1906.032043697,118.007114224
walmart.com,22,4,Shop by Brand,Shop by Brand - Food & Grocery,10433.017502342,853.884234236
walmart.com,22,4,Beauty,Beauty - Bubble Skincare,501.58737992,15.21835177
walmart.com,22,4,Home Improvement,Home Improvement - Ladders and Step Stools,11837.462166118,738.619705088
walmart.com,22,4,Home improvement,Home improvement - Electrical,300.952427952,10.646713793
walmart.com,22,4,Shop by Brand,"Shop by Brand - Arts, Crafts & Sewing by Brand",3912.381563378,76.401213266
walmart.com,22,4,Arts Crafts & Sewing,Arts Crafts & Sewing - Cricut,83965.727398653,2681.069932618
walmart.com,22,4,Books,Books - Psychology & Social Science Books,1705.397091729,31.256403266
walmart.com,22,4,Party & Occasions,Party & Occasions - Baby Shark Party Supplies,300.952427952,7.539984874
walmart.com,22,4,Electronics,Electronics - /Computers,601.904855904,9.89429673
walmart.com,22,4,Home,Home - /Kitchen & Dining,300.952427952,6.053901986
walmart.com,22,4,Home improvement,Home improvement - Hardware,300.952427952,10.646713793
